,Channel,Note,Time,Velocity,MidiName,Artist,Genre,Length,Ticks_per_beat,Tempo,Program,Type,Instrument,Real_time,Octave
1501,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1502,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1503,0,0,2,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0021008416666666667,C0
1504,0,0,120,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.1260505,C0
1505,0,45,0,93,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1506,0,48,0,93,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1507,0,52,0,93,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1508,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
1509,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1510,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1511,0,45,122,95,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12815134166666667,A3
1512,0,48,0,95,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1513,0,52,0,95,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
